id_pedido,id_cliente,status,valor_total,atualizado_em,operacao
10011,517,CANCELADO,2075.29,2026-06-02T19:55:00-03:00,U
10149,506,CANCELADO,3649.10,2026-06-25T07:21:00-03:00,U
10149,506,NOVO,3706.45,2026-06-09T15:21:00-03:00,I
10145,543,NOVO,2640.89,2026-05-12T21:17:00-03:00,I
10121,537,ENVIADO,2464.78,2026-05-27T11:10:00-03:00,U
10127,535,ENTREGUE,3867.54,2026-06-06T00:39:00-03:00,U
10132,563,PAGO,297.66,2026-05-27T19:23:00-03:00,U
10036,534,ENVIADO,908.04,2026-06-17T10:48:00-03:00,U
10071,568,NOVO,1038.30,2026-06-26T09:20:00-03:00,I
10087,525,ENVIADO,400.64,2026-06-05T16:53:00-03:00,U
10097,524,ENVIADO,1159.20,2026-07-03T02:11:00-03:00,U
10095,526,NOVO,711.42,2026-05-31T18:53:00-03:00,I
10017,561,ENVIADO,711.88,2026-05-26T16:21:00-03:00,U
10094,521,ENTREGUE,149.54,2026-05-18T17:56:00-03:00,U
10064,521,PAGO,1195.80,2026-05-21T17:12:00-03:00,U
10089,530,ENTREGUE,301.56,2026-05-27T12:25:00-03:00,U
10131,513,CANCELADO,1438.33,2026-06-18T07:35:00-03:00,U
10054,527,PAGO,4096.05,2026-06-05T09:03:00-03:00,U
10096,562,ENVIADO,343.21,2026-06-16T12:05:00-03:00,U
10144,542,PAGO,3630.54,2026-06-30T01:16:00-03:00,D
10134,546,PAGO,359.51,2026-07-05T11:47:00-03:00,U
10053,532,CANCELADO,1400.56,2026-06-25T17:52:00-03:00,U
10027,570,ENVIADO,4285.87,2026-07-08T17:20:00-03:00,U
10099,557,CANCELADO,192.46,2026-06-03T12:30:00-03:00,U
10137,529,ENVIADO,1849.49,2026-05-22T16:31:00-03:00,U
10027,559,NOVO,4170.61,2026-06-26T10:20:00-03:00,I
10055,519,PAGO,1351.05,2026-06-10T05:46:00-03:00,U
10009,541,ENTREGUE,3568.86,2026-06-16T07:00:00-03:00,U
10132,563,NOVO,266.68,2026-05-14T00:23:00-03:00,I
10128,530,CANCELADO,3971.88,2026-06-07T01:57:00-03:00,U
10137,529,ENTREGUE,1849.49,2026-05-30T16:31:00-03:00,U
10101,511,ENTREGUE,4582.24,2026-06-12T07:20:00-03:00,U
10028,542,PAGO,2496.64,2026-06-29T21:21:00-03:00,U
10077,511,CANCELADO,1729.44,2026-05-26T10:49:00-03:00,U
10052,558,NOVO,330.17,2026-06-24T04:07:00-03:00,I
10050,568,PAGO,3674.19,2026-05-30T08:09:00-03:00,U
10060,510,ENTREGUE,4313.66,2026-06-06T17:58:00-03:00,U
10001,542,NOVO,2058.99,2026-05-18T01:32:00-03:00,I
10116,514,PAGO,5031.75,2026-07-02T00:42:00-03:00,U
10054,527,ENVIADO,3792.64,2026-06-05T09:03:00-03:00,U
10081,541,PAGO,1569.46,2026-06-05T14:07:00-03:00,U
10136,551,ENVIADO,1140.36,2026-06-16T04:30:00-03:00,U
10043,502,NOVO,3217.88,2026-05-10T18:29:00-03:00,I
10130,552,ENVIADO,3798.25,2026-05-13T12:03:00-03:00,U
10104,549,PAGO,4055.42,2026-05-20T23:37:00-03:00,U
10147,538,ENTREGUE,4234.36,2026-06-09T06:53:00-03:00,U
10116,514,NOVO,4742.97,2026-06-29T22:42:00-03:00,I
10072,541,NOVO,4293.04,2026-07-02T00:05:00-03:00,I
10070,530,NOVO,4697.60,2026-06-25T03:50:00-03:00,I
10047,511,NOVO,1476.62,2026-06-16T12:52:00-03:00,I
10078,549,PAGO,4620.37,2026-06-09T05:45:00-03:00,U
10101,511,PAGO,4086.09,2026-06-10T04:20:00-03:00,U
10058,547,CANCELADO,2321.51,2026-05-29T15:27:00-03:00,U
10140,510,ENVIADO,1547.29,2026-07-04T03:57:00-03:00,U
10011,517,NOVO,158.67,2026-06-16T15:55:00-03:00,I
10028,542,NOVO,2741.90,2026-06-20T12:21:00-03:00,I
10140,510,NOVO,1547.29,2026-07-03T00:57:00-03:00,I
10004,506,ENTREGUE,4079.16,2026-06-28T13:03:00-03:00,U
10122,521,NOVO,4171.59,2026-05-30T03:49:00-03:00,I
10105,514,NOVO,5064.60,2026-05-27T06:34:00-03:00,I
10146,544,NOVO,1339.15,2026-06-11T18:43:00-03:00,I
10006,527,CANCELADO,3838.50,2026-06-26T18:26:00-03:00,U
10104,549,NOVO,4055.42,2026-05-19T16:37:00-03:00,I
10139,547,ENTREGUE,4936.96,2026-05-20T10:41:00-03:00,U
10135,546,NOVO,1407.42,2026-06-26T03:24:00-03:00,I
10118,512,ENTREGUE,3442.86,2026-07-07T23:36:00-03:00,U
10110,526,CANCELADO,2151.22,2026-05-23T19:47:00-03:00,U
10106,567,PAGO,1588.60,2026-06-09T22:06:00-03:00,U
10012,520,ENVIADO,980.89,2026-05-18T23:16:00-03:00,U
10054,527,PAGO,3792.64,2026-05-30T16:03:00-03:00,U
10056,563,NOVO,3637.08,2026-05-30T19:23:00-03:00,I
10062,558,NOVO,3857.16,2026-06-29T07:18:00-03:00,I
10099,557,CANCELADO,192.46,2026-05-25T21:30:00-03:00,U
10127,535,ENVIADO,4688.94,2026-06-08T23:39:00-03:00,U
10132,563,ENVIADO,292.13,2026-05-16T09:23:00-03:00,U
